"Date","TSLA_Close"
2020-01-02,28.6840000152588
2020-01-03,29.5340003967285
2020-01-06,30.1026668548584
2020-01-07,31.2706661224365
2020-01-08,32.8093338012695
2020-01-09,32.0893325805664
2020-01-10,31.8766670227051
2020-01-13,34.990665435791
2020-01-14,35.8613319396973
2020-01-15,34.5666656494141
2020-01-16,34.232666015625
2020-01-17,34.033332824707
2020-01-21,36.4799995422363
2020-01-22,37.9706687927246
2020-01-23,38.1466674804688
2020-01-24,37.6546669006348
2020-01-27,37.2013320922852
2020-01-28,37.7933311462402
2020-01-29,38.732666015625
2020-01-30,42.7206687927246
2020-01-31,43.3713340759277
2020-02-03,52
2020-02-04,59.1373329162598
2020-02-05,48.9799995422363
2020-02-06,49.9306678771973
2020-02-07,49.8713340759277
2020-02-10,51.4186668395996
2020-02-11,51.6253318786621
2020-02-12,51.1526679992676
2020-02-13,53.5999984741211
2020-02-14,53.335334777832
2020-02-18,57.2266654968262
2020-02-19,61.1613311767578
2020-02-20,59.9606666564941
2020-02-21,60.0666656494141
2020-02-24,55.5859985351562
2020-02-25,53.3273315429688
2020-02-26,51.9199981689453
2020-02-27,45.2666664123535
2020-02-28,44.5326652526855
2020-03-02,49.5746688842773
2020-03-03,49.7006683349609
2020-03-04,49.966667175293
2020-03-05,48.3026657104492
2020-03-06,46.8986663818359
2020-03-09,40.533332824707
2020-03-10,43.0219993591309
2020-03-11,42.2820014953613
2020-03-12,37.3699989318848
2020-03-13,36.441333770752
2020-03-16,29.6713333129883
2020-03-17,28.6800003051758
2020-03-18,24.0813331604004
2020-03-19,28.5093326568604
2020-03-20,28.5020008087158
2020-03-23,28.9526672363281
2020-03-24,33.6666679382324
2020-03-25,35.9500007629395
2020-03-26,35.2106666564941
2020-03-27,34.2906684875488
2020-03-30,33.4753341674805
2020-03-31,34.9333343505859
2020-04-01,32.1040000915527
2020-04-02,30.2980003356934
2020-04-03,32.0006675720215
2020-04-06,34.4160003662109
2020-04-07,36.3633346557617
2020-04-08,36.5893325805664
2020-04-09,38.2000007629395
2020-04-13,43.3966674804688
2020-04-14,47.326000213623
2020-04-15,48.6553344726562
2020-04-16,49.6806678771973
2020-04-17,50.259334564209
2020-04-20,49.7573318481445
2020-04-21,45.7813339233398
2020-04-22,48.8073348999023
2020-04-23,47.0419998168945
2020-04-24,48.343334197998
2020-04-27,53.25
2020-04-28,51.2746658325195
2020-04-29,53.3673324584961
2020-04-30,52.1253318786621
2020-05-01,46.7546653747559
2020-05-04,50.7459983825684
2020-05-05,51.2140007019043
2020-05-06,52.1720008850098
2020-05-07,52.0026664733887
2020-05-08,54.6279983520508
2020-05-11,54.0859985351562
2020-05-12,53.9606666564941
2020-05-13,52.7306671142578
2020-05-14,53.5553321838379
2020-05-15,53.2779998779297
2020-05-18,54.242000579834
2020-05-19,53.8673324584961
2020-05-20,54.3706665039062
2020-05-21,55.1733322143555
2020-05-22,54.458667755127
2020-05-26,54.5913314819336
2020-05-27,54.681999206543
2020-05-28,53.7206687927246
2020-05-29,55.6666679382324
2020-06-01,59.8733329772949
2020-06-02,58.7706680297852
2020-06-03,58.8639984130859
2020-06-04,57.6253318786621
2020-06-05,59.0439987182617
2020-06-08,63.3279991149902
2020-06-09,62.7113342285156
2020-06-10,68.336669921875
2020-06-11,64.8560028076172
2020-06-12,62.3520011901855
2020-06-15,66.0599975585938
2020-06-16,65.4753341674805
2020-06-17,66.1193313598633
2020-06-18,66.9306640625
2020-06-19,66.7266693115234
2020-06-22,66.2880020141602
2020-06-23,66.7853317260742
2020-06-24,64.0566635131836
2020-06-25,65.7320022583008
2020-06-26,63.982666015625
2020-06-29,67.2900009155273
2020-06-30,71.9873352050781
2020-07-01,74.6419982910156
2020-07-02,80.5773315429688
2020-07-06,91.4386672973633
2020-07-07,92.6573333740234
2020-07-08,91.0586700439453
2020-07-09,92.9520034790039
2020-07-10,102.976669311523
2020-07-13,99.8040008544922
2020-07-14,101.120002746582
2020-07-15,103.067329406738
2020-07-16,100.042663574219
2020-07-17,100.055999755859
2020-07-20,109.533332824707
2020-07-21,104.557334899902
2020-07-22,106.155334472656
2020-07-23,100.87133026123
2020-07-24,94.466667175293
2020-07-27,102.639999389648
2020-07-28,98.4326705932617
2020-07-29,99.9406661987305
2020-07-30,99.1660003662109
2020-07-31,95.3840026855469
2020-08-03,99
2020-08-04,99.1333312988281
2020-08-05,99.001335144043
2020-08-06,99.3053359985352
2020-08-07,96.8473358154297
2020-08-10,94.5713348388672
2020-08-11,91.6259994506836
2020-08-12,103.650665283203
2020-08-13,108.066665649414
2020-08-14,110.047332763672
2020-08-17,122.375999450684
2020-08-18,125.805999755859
2020-08-19,125.235336303711
2020-08-20,133.455337524414
2020-08-21,136.665328979492
2020-08-24,134.279998779297
2020-08-25,134.88932800293
2020-08-26,143.544662475586
2020-08-27,149.25
2020-08-28,147.559997558594
2020-08-31,166.106674194336
2020-09-01,158.350006103516
2020-09-02,149.123336791992
2020-09-03,135.66667175293
2020-09-04,139.440002441406
2020-09-08,110.069999694824
2020-09-09,122.093330383301
2020-09-10,123.779998779297
2020-09-11,124.23999786377
2020-09-14,139.873336791992
2020-09-15,149.919998168945
2020-09-16,147.253326416016
2020-09-17,141.143325805664
2020-09-18,147.383331298828
2020-09-21,149.796661376953
2020-09-22,141.410003662109
2020-09-23,126.786666870117
2020-09-24,129.263336181641
2020-09-25,135.779998779297
2020-09-28,140.399993896484
2020-09-29,139.690002441406
2020-09-30,143.003326416016
2020-10-01,149.386672973633
2020-10-02,138.363327026367
2020-10-05,141.893325805664
2020-10-06,137.99333190918
2020-10-07,141.766662597656
2020-10-08,141.973327636719
2020-10-09,144.66667175293
2020-10-12,147.433334350586
2020-10-13,148.883331298828
2020-10-14,153.766662597656
2020-10-15,149.626663208008
2020-10-16,146.556671142578
2020-10-19,143.610000610352
2020-10-20,140.646667480469
2020-10-21,140.880004882812
2020-10-22,141.929992675781
2020-10-23,140.210006713867
2020-10-26,140.093338012695
2020-10-27,141.559997558594
2020-10-28,135.339996337891
2020-10-29,136.943328857422
2020-10-30,129.346664428711
2020-11-02,133.503326416016
2020-11-03,141.300003051758
2020-11-04,140.32666015625
2020-11-05,146.029998779297
2020-11-06,143.316665649414
2020-11-09,140.419998168945
2020-11-10,136.786666870117
2020-11-11,139.043334960938
2020-11-12,137.253326416016
2020-11-13,136.16667175293
2020-11-16,136.029998779297
2020-11-17,147.203338623047
2020-11-18,162.213333129883
2020-11-19,166.42333984375
2020-11-20,163.203338623047
2020-11-23,173.949996948242
2020-11-24,185.126663208008
2020-11-25,191.33332824707
2020-11-27,195.253326416016
2020-11-30,189.199996948242
2020-12-01,194.919998168945
2020-12-02,189.606674194336
2020-12-03,197.793334960938
2020-12-04,199.679992675781
2020-12-07,213.919998168945
2020-12-08,216.626663208008
2020-12-09,201.49333190918
2020-12-10,209.023330688477
2020-12-11,203.330001831055
2020-12-14,213.276672363281
2020-12-15,211.08332824707
2020-12-16,207.589996337891
2020-12-17,218.633331298828
2020-12-18,231.66667175293
2020-12-21,216.619995117188
2020-12-22,213.446670532227
2020-12-23,215.32666015625
2020-12-24,220.589996337891
2020-12-28,221.229995727539
2020-12-29,221.996673583984
2020-12-30,231.593338012695
2020-12-31,235.223327636719
2021-01-04,243.25666809082
2021-01-05,245.036666870117
2021-01-06,251.99333190918
2021-01-07,272.013336181641
2021-01-08,293.339996337891
2021-01-11,270.396667480469
2021-01-12,283.146667480469
2021-01-13,284.803344726562
2021-01-14,281.666656494141
2021-01-15,275.386657714844
2021-01-19,281.516662597656
2021-01-20,283.483337402344
2021-01-21,281.663330078125
2021-01-22,282.213317871094
2021-01-25,293.600006103516
2021-01-26,294.363342285156
2021-01-27,288.053344726562
2021-01-28,278.476654052734
2021-01-29,264.510009765625
2021-02-01,279.936676025391
2021-02-02,290.929992675781
2021-02-03,284.896667480469
2021-02-04,283.329986572266
2021-02-05,284.07666015625
2021-02-08,287.806671142578
2021-02-09,283.1533203125
2021-02-10,268.273345947266
2021-02-11,270.553344726562
2021-02-12,272.040008544922
2021-02-16,265.406677246094
2021-02-17,266.049987792969
2021-02-18,262.459991455078
2021-02-19,260.433319091797
2021-02-22,238.16667175293
2021-02-23,232.946670532227
2021-02-24,247.339996337891
2021-02-25,227.406661987305
2021-02-26,225.16667175293
2021-03-01,239.476669311523
2021-03-02,228.813339233398
2021-03-03,217.733337402344
2021-03-04,207.146667480469
2021-03-05,199.316665649414
2021-03-08,187.66667175293
2021-03-09,224.526672363281
2021-03-10,222.686660766602
2021-03-11,233.199996948242
2021-03-12,231.24333190918
2021-03-15,235.979995727539
2021-03-16,225.626663208008
2021-03-17,233.936660766602
2021-03-18,217.720001220703
2021-03-19,218.289993286133
2021-03-22,223.33332824707
2021-03-23,220.720001220703
2021-03-24,210.089996337891
2021-03-25,213.463333129883
2021-03-26,206.236663818359
2021-03-29,203.763336181641
2021-03-30,211.873336791992
2021-03-31,222.643325805664
2021-04-01,220.58332824707
2021-04-05,230.350006103516
2021-04-06,230.539993286133
2021-04-07,223.656661987305
2021-04-08,227.933334350586
2021-04-09,225.67333984375
2021-04-12,233.99333190918
2021-04-13,254.106674194336
2021-04-14,244.07666015625
2021-04-15,246.283340454102
2021-04-16,246.593338012695
2021-04-19,238.210006713867
2021-04-20,239.663330078125
2021-04-21,248.039993286133
2021-04-22,239.896667480469
2021-04-23,243.133331298828
2021-04-26,246.066665649414
2021-04-27,234.913330078125
2021-04-28,231.466659545898
2021-04-29,225.66667175293
2021-04-30,236.479995727539
2021-05-03,228.300003051758
2021-05-04,224.533340454102
2021-05-05,223.646667480469
2021-05-06,221.179992675781
2021-05-07,224.123336791992
2021-05-10,209.679992675781
2021-05-11,205.733337402344
2021-05-12,196.630004882812
2021-05-13,190.563339233398
2021-05-14,196.580001831055
2021-05-17,192.276672363281
2021-05-18,192.623336791992
2021-05-19,187.820007324219
2021-05-20,195.593338012695
2021-05-21,193.626663208008
2021-05-24,202.146667480469
2021-05-25,201.563339233398
2021-05-26,206.376663208008
2021-05-27,210.283340454102
2021-05-28,208.406661987305
2021-06-01,207.966659545898
2021-06-02,201.706665039062
2021-06-03,190.946670532227
2021-06-04,199.683334350586
2021-06-07,201.710006713867
2021-06-08,201.196670532227
2021-06-09,199.593338012695
2021-06-10,203.373336791992
2021-06-11,203.296661376953
2021-06-14,205.896667480469
2021-06-15,199.786666870117
2021-06-16,201.623336791992
2021-06-17,205.533340454102
2021-06-18,207.770004272461
2021-06-21,206.943328857422
2021-06-22,207.903335571289
2021-06-23,218.856674194336
2021-06-24,226.606674194336
2021-06-25,223.956665039062
2021-06-28,229.573333740234
2021-06-29,226.919998168945
2021-06-30,226.566665649414
2021-07-01,225.973327636719
2021-07-02,226.300003051758
2021-07-06,219.860000610352
2021-07-07,214.883331298828
2021-07-08,217.603332519531
2021-07-09,218.983337402344
2021-07-12,228.566665649414
2021-07-13,222.846664428711
2021-07-14,217.793334960938
2021-07-15,216.866668701172
2021-07-16,214.740005493164
2021-07-19,215.406661987305
2021-07-20,220.16667175293
2021-07-21,218.429992675781
2021-07-22,216.419998168945
2021-07-23,214.460006713867
2021-07-26,219.206665039062
2021-07-27,214.926666259766
2021-07-28,215.660003662109
2021-07-29,225.783340454102
2021-07-30,229.066665649414
2021-08-02,236.556671142578
2021-08-03,236.580001831055
2021-08-04,236.973327636719
2021-08-05,238.210006713867
2021-08-06,233.033340454102
2021-08-09,237.919998168945
2021-08-10,236.663330078125
2021-08-11,235.940002441406
2021-08-12,240.75
2021-08-13,239.056671142578
2021-08-16,228.723327636719
2021-08-17,221.903335571289
2021-08-18,229.663330078125
2021-08-19,224.490005493164
2021-08-20,226.753326416016
2021-08-23,235.433334350586
2021-08-24,236.163330078125
2021-08-25,237.066665649414
2021-08-26,233.720001220703
2021-08-27,237.306671142578
2021-08-30,243.636672973633
2021-08-31,245.240005493164
2021-09-01,244.696670532227
2021-09-02,244.130004882812
2021-09-03,244.523330688477
2021-09-07,250.973327636719
2021-09-08,251.289993286133
2021-09-09,251.619995117188
2021-09-10,245.42333984375
2021-09-13,247.66667175293
2021-09-14,248.163330078125
2021-09-15,251.943328857422
2021-09-16,252.330001831055
2021-09-17,253.163330078125
2021-09-20,243.389999389648
2021-09-21,246.460006713867
2021-09-22,250.646667480469
2021-09-23,251.213333129883
2021-09-24,258.130004882812
2021-09-27,263.786682128906
2021-09-28,259.186676025391
2021-09-29,260.436676025391
2021-09-30,258.493347167969
2021-10-01,258.406677246094
2021-10-04,260.510009765625
2021-10-05,260.196655273438
2021-10-06,260.916656494141
2021-10-07,264.536682128906
2021-10-08,261.829986572266
2021-10-11,263.980010986328
2021-10-12,268.573333740234
2021-10-13,270.359985351562
2021-10-14,272.773345947266
2021-10-15,281.010009765625
