"Date","TDY_Close"
2020-01-02,357.489990234375
2020-01-03,360.049987792969
2020-01-06,358.630004882812
2020-01-07,361.089996337891
2020-01-08,361.549987792969
2020-01-09,366.100006103516
2020-01-10,365.549987792969
2020-01-13,369.880004882812
2020-01-14,370.440002441406
2020-01-15,375.010009765625
2020-01-16,377.540008544922
2020-01-17,376.880004882812
2020-01-21,383.329986572266
2020-01-22,375.380004882812
2020-01-23,368.130004882812
2020-01-24,361.869995117188
2020-01-27,370.410003662109
2020-01-28,380.529998779297
2020-01-29,376.170013427734
2020-01-30,373.989990234375
2020-01-31,365.059997558594
2020-02-03,369.339996337891
2020-02-04,378
2020-02-05,379.820007324219
2020-02-06,380.820007324219
2020-02-07,384.239990234375
2020-02-10,382.410003662109
2020-02-11,386.940002441406
2020-02-12,385.559997558594
2020-02-13,392.019989013672
2020-02-14,389.480010986328
2020-02-18,388.600006103516
2020-02-19,394.059997558594
2020-02-20,392.149993896484
2020-02-21,385.660003662109
2020-02-24,370.059997558594
2020-02-25,357.839996337891
2020-02-26,355.160003662109
2020-02-27,339.170013427734
2020-02-28,337.320007324219
2020-03-02,345.899993896484
2020-03-03,353.429992675781
2020-03-04,365.779998779297
2020-03-05,361.029998779297
2020-03-06,337.619995117188
2020-03-09,303.890014648438
2020-03-10,315.809997558594
2020-03-11,299.829986572266
2020-03-12,274.25
2020-03-13,292.339996337891
2020-03-16,254.869995117188
2020-03-17,260.890014648438
2020-03-18,201.179992675781
2020-03-19,226.240005493164
2020-03-20,233.660003662109
2020-03-23,234.399993896484
2020-03-24,265.619995117188
2020-03-25,286.790008544922
2020-03-26,305.529998779297
2020-03-27,282.230010986328
2020-03-30,295.380004882812
2020-03-31,297.269989013672
2020-04-01,277.109985351562
2020-04-02,292.470001220703
2020-04-03,288.730010986328
2020-04-06,308.390014648438
2020-04-07,315.119995117188
2020-04-08,329.809997558594
2020-04-09,327.920013427734
2020-04-13,319.079986572266
2020-04-14,324.429992675781
2020-04-15,313.25
2020-04-16,305.769989013672
2020-04-17,318.079986572266
2020-04-20,317.690002441406
2020-04-21,304.799987792969
2020-04-22,311.170013427734
2020-04-23,314.549987792969
2020-04-24,316.040008544922
2020-04-27,319.940002441406
2020-04-28,325.899993896484
2020-04-29,338.609985351562
2020-04-30,325.670013427734
2020-05-01,319.829986572266
2020-05-04,317.950012207031
2020-05-05,319.170013427734
2020-05-06,316.869995117188
2020-05-07,320.239990234375
2020-05-08,332.720001220703
2020-05-11,334.649993896484
2020-05-12,325.420013427734
2020-05-13,319.519989013672
2020-05-14,314.730010986328
2020-05-15,315.070007324219
2020-05-18,330.179992675781
2020-05-19,327.829986572266
2020-05-20,333
2020-05-21,339.220001220703
2020-05-22,338.290008544922
2020-05-26,351.670013427734
2020-05-27,361.380004882812
2020-05-28,369.929992675781
2020-05-29,374.119995117188
2020-06-01,365.140014648438
2020-06-02,359.899993896484
2020-06-03,365.220001220703
2020-06-04,372.559997558594
2020-06-05,377
2020-06-08,380.440002441406
2020-06-09,366.160003662109
2020-06-10,361.899993896484
2020-06-11,341.820007324219
2020-06-12,333.540008544922
2020-06-15,335.440002441406
2020-06-16,338.290008544922
2020-06-17,332.410003662109
2020-06-18,327.809997558594
2020-06-19,320.970001220703
2020-06-22,325.649993896484
2020-06-23,317.140014648438
2020-06-24,307.649993896484
2020-06-25,308.510009765625
2020-06-26,299.179992675781
2020-06-29,304.779998779297
2020-06-30,310.950012207031
2020-07-01,304.190002441406
2020-07-02,298.450012207031
2020-07-06,304.790008544922
2020-07-07,296.950012207031
2020-07-08,302.190002441406
2020-07-09,290.859985351562
2020-07-10,296.390014648438
2020-07-13,295.690002441406
2020-07-14,303.209991455078
2020-07-15,321.890014648438
2020-07-16,322.950012207031
2020-07-17,326.350006103516
2020-07-20,324.920013427734
2020-07-21,329.720001220703
2020-07-22,336.820007324219
2020-07-23,321.790008544922
2020-07-24,308.950012207031
2020-07-27,307.290008544922
2020-07-28,303.790008544922
2020-07-29,303.559997558594
2020-07-30,304.119995117188
2020-07-31,306.700012207031
2020-08-03,310.619995117188
2020-08-04,315.350006103516
2020-08-05,323
2020-08-06,321.920013427734
2020-08-07,324.059997558594
2020-08-10,329.269989013672
2020-08-11,331.019989013672
2020-08-12,331.25
2020-08-13,331.600006103516
2020-08-14,332.179992675781
2020-08-17,330.380004882812
2020-08-18,320.089996337891
2020-08-19,316.880004882812
2020-08-20,313.239990234375
2020-08-21,309.799987792969
2020-08-24,316.320007324219
2020-08-25,318.600006103516
2020-08-26,320.760009765625
2020-08-27,321.640014648438
2020-08-28,316.440002441406
2020-08-31,313.609985351562
2020-09-01,314.890014648438
2020-09-02,322.799987792969
2020-09-03,318.730010986328
2020-09-04,318.070007324219
2020-09-08,312.890014648438
2020-09-09,312.470001220703
2020-09-10,308
2020-09-11,313.209991455078
2020-09-14,321.739990234375
2020-09-15,319.559997558594
2020-09-16,321.809997558594
2020-09-17,324.660003662109
2020-09-18,325.070007324219
2020-09-21,312.589996337891
2020-09-22,316.820007324219
2020-09-23,309.109985351562
2020-09-24,309.420013427734
2020-09-25,311.980010986328
2020-09-28,315.390014648438
2020-09-29,311.940002441406
2020-09-30,310.209991455078
2020-10-01,307.75
2020-10-02,309.809997558594
2020-10-05,315.519989013672
2020-10-06,314.869995117188
2020-10-07,317.869995117188
2020-10-08,325.5
2020-10-09,325.140014648438
2020-10-12,327.529998779297
2020-10-13,320.019989013672
2020-10-14,322.959991455078
2020-10-15,327.670013427734
2020-10-16,333.200012207031
2020-10-19,334.299987792969
2020-10-20,339.459991455078
2020-10-21,328.600006103516
2020-10-22,336.839996337891
2020-10-23,340.459991455078
2020-10-26,326.690002441406
2020-10-27,315.670013427734
2020-10-28,306.950012207031
2020-10-29,309.359985351562
2020-10-30,309.149993896484
2020-11-02,313.380004882812
2020-11-03,326.980010986328
2020-11-04,331.820007324219
2020-11-05,336.209991455078
2020-11-06,336.829986572266
2020-11-09,364.119995117188
2020-11-10,369.720001220703
2020-11-11,367.25
2020-11-12,366.790008544922
2020-11-13,379.309997558594
2020-11-16,390.880004882812
2020-11-17,394.170013427734
2020-11-18,391.869995117188
2020-11-19,390.820007324219
2020-11-20,382.019989013672
2020-11-23,383.859985351562
2020-11-24,392.329986572266
2020-11-25,388.160003662109
2020-11-27,386.239990234375
2020-11-30,377.940002441406
2020-12-01,381.649993896484
2020-12-02,385.820007324219
2020-12-03,383.630004882812
2020-12-04,392.790008544922
2020-12-07,390.739990234375
2020-12-08,395.359985351562
2020-12-09,394.700012207031
2020-12-10,391.790008544922
2020-12-11,387.510009765625
2020-12-14,380.899993896484
2020-12-15,387.380004882812
2020-12-16,379.809997558594
2020-12-17,380.929992675781
2020-12-18,380.470001220703
2020-12-21,378.350006103516
2020-12-22,378.829986572266
2020-12-23,385.799987792969
2020-12-24,383.480010986328
2020-12-28,386.799987792969
2020-12-29,384.910003662109
2020-12-30,391.100006103516
2020-12-31,391.980010986328
2021-01-04,362.390014648438
2021-01-05,375.489990234375
2021-01-06,368.890014648438
2021-01-07,356.170013427734
2021-01-08,368.329986572266
2021-01-11,372.190002441406
2021-01-12,382.510009765625
2021-01-13,386.959991455078
2021-01-14,388.119995117188
2021-01-15,382.589996337891
2021-01-19,387.220001220703
2021-01-20,387.75
2021-01-21,387.679992675781
2021-01-22,389.170013427734
2021-01-25,385.950012207031
2021-01-26,383.679992675781
2021-01-27,387.619995117188
2021-01-28,367.950012207031
2021-01-29,357.010009765625
2021-02-01,373.459991455078
2021-02-02,383.769989013672
2021-02-03,378.529998779297
2021-02-04,387.440002441406
2021-02-05,385.160003662109
2021-02-08,387.059997558594
2021-02-09,389.649993896484
2021-02-10,388.309997558594
2021-02-11,388.959991455078
2021-02-12,387.910003662109
2021-02-16,390.369995117188
2021-02-17,403.239990234375
2021-02-18,408.510009765625
2021-02-19,405.910003662109
2021-02-22,398.109985351562
2021-02-23,380.910003662109
2021-02-24,390.820007324219
2021-02-25,378.049987792969
2021-02-26,371
2021-03-01,380.290008544922
2021-03-02,374.809997558594
2021-03-03,370.630004882812
2021-03-04,367.660003662109
2021-03-05,387.149993896484
2021-03-08,390.130004882812
2021-03-09,383.890014648438
2021-03-10,390.190002441406
