"Date","MRNA_Close"
2020-01-02,19.2299995422363
2020-01-03,18.8899993896484
2020-01-06,18.1299991607666
2020-01-07,17.7800006866455
2020-01-08,17.9799995422363
2020-01-09,18.3999996185303
2020-01-10,19.1399993896484
2020-01-13,20.2600002288818
2020-01-14,20
2020-01-15,20.2399997711182
2020-01-16,21.0100002288818
2020-01-17,20.6200008392334
2020-01-21,20.9400005340576
2020-01-22,21.9699993133545
2020-01-23,21.4699993133545
2020-01-24,21.1200008392334
2020-01-27,22.7399997711182
2020-01-28,22.3600006103516
2020-01-29,20.5499992370605
2020-01-30,20.9899997711182
2020-01-31,20.5100002288818
2020-02-03,20.3799991607666
2020-02-04,20.8700008392334
2020-02-05,20.0499992370605
2020-02-06,19.8799991607666
2020-02-07,23.2399997711182
2020-02-10,23.6499996185303
2020-02-11,21.3500003814697
2020-02-12,19.0100002288818
2020-02-13,19.0450000762939
2020-02-14,19
2020-02-18,18.9099998474121
2020-02-19,18.9200000762939
2020-02-20,18.5400009155273
2020-02-21,18.2299995422363
2020-02-24,18.5900001525879
2020-02-25,23.7600002288818
2020-02-26,29.1599998474121
2020-02-27,26.1599998474121
2020-02-28,25.9300003051758
2020-03-02,29.8799991607666
2020-03-03,27.9099998474121
2020-03-04,27.4899997711182
2020-03-05,28.0100002288818
2020-03-06,29.6100006103516
2020-03-09,24.2900009155273
2020-03-10,22.3400001525879
2020-03-11,23.6100006103516
2020-03-12,22.2999992370605
2020-03-13,21.2999992370605
2020-03-16,26.4899997711182
2020-03-17,28.1800003051758
2020-03-18,31.5799999237061
2020-03-19,28.2700004577637
2020-03-20,28.2000007629395
2020-03-23,26.5699996948242
2020-03-24,25.8199996948242
2020-03-25,27.1299991607666
2020-03-26,27.9400005340576
2020-03-27,30.0499992370605
2020-03-30,30.4799995422363
2020-03-31,29.9500007629395
2020-04-01,29.6700000762939
2020-04-02,33.2000007629395
2020-04-03,34.8400001525879
2020-04-06,34.6399993896484
2020-04-07,32.0200004577637
2020-04-08,32.4199981689453
2020-04-09,31.8600006103516
2020-04-13,32.9000015258789
2020-04-14,34.6599998474121
2020-04-15,37.25
2020-04-16,40.5999984741211
2020-04-17,46.8499984741211
2020-04-20,51.689998626709
2020-04-21,49.2599983215332
2020-04-22,51.2000007629395
2020-04-23,47.439998626709
2020-04-24,50.5
2020-04-27,48.0499992370605
2020-04-28,47.8800010681152
2020-04-29,46.3699989318848
2020-04-30,45.9900016784668
2020-05-01,47.9300003051758
2020-05-04,50.5
2020-05-05,49.3400001525879
2020-05-06,48.9500007629395
2020-05-07,53.189998626709
2020-05-08,59.25
2020-05-11,66.9000015258789
2020-05-12,62.3499984741211
2020-05-13,65.1800003051758
2020-05-14,64.5599975585938
2020-05-15,66.6900024414062
2020-05-18,80
2020-05-19,71.6699981689453
2020-05-20,73.4700012207031
2020-05-21,67.0500030517578
2020-05-22,69
2020-05-26,57.7099990844727
2020-05-27,52.1800003051758
2020-05-28,55.5400009155273
2020-05-29,61.5
2020-06-01,62.1800003051758
2020-06-02,59.8699989318848
2020-06-03,59.8899993896484
2020-06-04,60.5900001525879
2020-06-05,58.189998626709
2020-06-08,59.0999984741211
2020-06-09,58.2299995422363
2020-06-10,60.0699996948242
2020-06-11,60.2000007629395
2020-06-12,62
2020-06-15,66.5699996948242
2020-06-16,64.3399963378906
2020-06-17,63.310001373291
2020-06-18,64.9499969482422
2020-06-19,66.3499984741211
2020-06-22,64.75
2020-06-23,62.939998626709
2020-06-24,64.8399963378906
2020-06-25,62
2020-06-26,61.2799987792969
2020-06-29,62.0800018310547
2020-06-30,64.2099990844727
2020-07-01,61.5900001525879
2020-07-02,58.5699996948242
2020-07-06,59.1500015258789
2020-07-07,61.0900001525879
2020-07-08,61.5800018310547
2020-07-09,64.9599990844727
2020-07-10,62.6100006103516
2020-07-13,71.7799987792969
2020-07-14,75.0400009155273
2020-07-15,80.2200012207031
2020-07-16,81.8099975585938
2020-07-17,94.8499984741211
2020-07-20,82.6800003051758
2020-07-21,80.8600006103516
2020-07-22,83.2249984741211
2020-07-23,75.3300018310547
2020-07-24,73.2099990844727
2020-07-27,79.9100036621094
2020-07-28,81.4899978637695
2020-07-29,79.5100021362305
2020-07-30,77.629997253418
2020-07-31,74.0999984741211
2020-08-03,77.9800033569336
2020-08-04,78.4599990844727
2020-08-05,75.8000030517578
2020-08-06,73.7600021362305
2020-08-07,74.0999984741211
2020-08-10,72.0100021362305
2020-08-11,68.9700012207031
2020-08-12,69.5199966430664
2020-08-13,67.8300018310547
2020-08-14,69.1500015258789
2020-08-17,69.7600021362305
2020-08-18,67.0299987792969
2020-08-19,68
2020-08-20,67.8099975585938
2020-08-21,66.4499969482422
2020-08-24,64.879997253418
2020-08-25,66.25
2020-08-26,70.5
2020-08-27,68.0299987792969
2020-08-28,67.4899978637695
2020-08-31,64.8899993896484
2020-09-01,63.3199996948242
2020-09-02,64.7200012207031
2020-09-03,64.8399963378906
2020-09-04,62.5999984741211
2020-09-08,54.3400001525879
2020-09-09,56.9000015258789
2020-09-10,57.560001373291
2020-09-11,59.3400001525879
2020-09-14,63.6699981689453
2020-09-15,66.879997253418
2020-09-16,68.8399963378906
2020-09-17,67.8899993896484
2020-09-18,69.870002746582
2020-09-21,69.2600021362305
2020-09-22,68.7200012207031
2020-09-23,67.1600036621094
2020-09-24,65.1699981689453
2020-09-25,69.4700012207031
2020-09-28,70.5500030517578
2020-09-29,70.5199966430664
2020-09-30,70.75
2020-10-01,70.0299987792969
2020-10-02,68.8099975585938
2020-10-05,71.9499969482422
2020-10-06,71.0400009155273
2020-10-07,72.370002746582
2020-10-08,72.9300003051758
2020-10-09,73
2020-10-12,75.3099975585938
2020-10-13,78.2900009155273
2020-10-14,76.5599975585938
2020-10-15,75.5800018310547
2020-10-16,73.9400024414062
2020-10-19,70.9599990844727
2020-10-20,71.3099975585938
2020-10-21,68.370002746582
2020-10-22,70.8399963378906
2020-10-23,70.5299987792969
2020-10-26,70.2399978637695
2020-10-27,70.6699981689453
2020-10-28,65.7399978637695
2020-10-29,71.2799987792969
2020-10-30,67.4700012207031
2020-11-02,67.1100006103516
2020-11-03,69.0800018310547
2020-11-04,69.8099975585938
2020-11-05,71.4800033569336
2020-11-06,72.4499969482422
2020-11-09,77.7399978637695
2020-11-10,76.0500030517578
2020-11-11,82.4400024414062
2020-11-12,87.8099975585938
2020-11-13,89.3899993896484
2020-11-16,97.9499969482422
2020-11-17,93.1500015258789
2020-11-18,88.8899993896484
2020-11-19,92.7699966430664
2020-11-20,97.6100006103516
2020-11-23,101.029998779297
2020-11-24,98.5599975585938
2020-11-25,109.180000305176
2020-11-27,127.029998779297
2020-11-30,152.740005493164
2020-12-01,141.009994506836
2020-12-02,143
2020-12-03,157.259994506836
2020-12-04,152.520004272461
2020-12-07,159.520004272461
2020-12-08,169.860000610352
2020-12-09,156.589996337891
2020-12-10,155.690002441406
2020-12-11,156.929992675781
2020-12-14,155.070007324219
2020-12-15,147.220001220703
2020-12-16,137.029998779297
2020-12-17,144
2020-12-18,140.229995727539
2020-12-21,138.300003051758
2020-12-22,125.879997253418
2020-12-23,130.339996337891
2020-12-24,123.389999389648
2020-12-28,111.400001525879
2020-12-29,114.389999389648
2020-12-30,111.129997253418
2020-12-31,104.470001220703
2021-01-04,111.730003356934
2021-01-05,109.180000305176
2021-01-06,116.26000213623
2021-01-07,115.089996337891
2021-01-08,112.75
2021-01-11,117.26000213623
2021-01-12,124.550003051758
2021-01-13,124.059997558594
2021-01-14,129.720001220703
2021-01-15,129.649993896484
2021-01-19,125.01000213623
2021-01-20,125.139999389648
2021-01-21,132.979995727539
2021-01-22,131.020004272461
2021-01-25,147
2021-01-26,151.929992675781
2021-01-27,155.729995727539
2021-01-28,159.550003051758
2021-01-29,173.160003662109
2021-02-01,157.479995727539
2021-02-02,158.580001831055
2021-02-03,165.860000610352
2021-02-04,173.309997558594
2021-02-05,176.240005493164
2021-02-08,185.979995727539
2021-02-09,179.520004272461
2021-02-10,179.339996337891
2021-02-11,183.440002441406
2021-02-12,183.740005493164
2021-02-16,178.529998779297
2021-02-17,176.759994506836
2021-02-18,169.570007324219
2021-02-19,174.740005493164
2021-02-22,159.369995117188
2021-02-23,150.169998168945
2021-02-24,144.789993286133
2021-02-25,148.380004882812
2021-02-26,154.809997558594
2021-03-01,157.399993896484
2021-03-02,146.809997558594
2021-03-03,131.220001220703
2021-03-04,132.300003051758
2021-03-05,132.190002441406
2021-03-08,123.470001220703
2021-03-09,130.869995117188
2021-03-10,129.75
2021-03-11,140.470001220703
2021-03-12,136.990005493164
2021-03-15,143.660003662109
2021-03-16,156.020004272461
2021-03-17,147.550003051758
2021-03-18,141.460006713867
2021-03-19,143.740005493164
2021-03-22,145.600006103516
2021-03-23,136.520004272461
2021-03-24,131.610000610352
2021-03-25,133.330001831055
2021-03-26,133.279998779297
2021-03-29,123.419998168945
2021-03-30,118.48999786377
2021-03-31,130.949996948242
2021-04-01,132.550003051758
2021-04-05,129.910003662109
2021-04-06,133.529998779297
2021-04-07,131.470001220703
2021-04-08,133.880004882812
2021-04-09,140.919998168945
2021-04-12,139.399993896484
2021-04-13,149.710006713867
2021-04-14,160.029998779297
2021-04-15,159.869995117188
2021-04-16,170.809997558594
2021-04-19,161.910003662109
2021-04-20,156.779998779297
2021-04-21,169.5
2021-04-22,168.100006103516
2021-04-23,173.630004882812
2021-04-26,177.610000610352
2021-04-27,183.410003662109
2021-04-28,178.679992675781
2021-04-29,175.669998168945
2021-04-30,178.820007324219
2021-05-03,186.020004272461
2021-05-04,173.589996337891
2021-05-05,162.839996337891
2021-05-06,160.5
2021-05-07,163.149993896484
2021-05-10,158.550003051758
2021-05-11,158.990005493164
2021-05-12,152.679992675781
2021-05-13,149.869995117188
2021-05-14,161.380004882812
2021-05-17,160.429992675781
2021-05-18,159.529998779297
2021-05-19,157.990005493164
2021-05-20,165.970001220703
2021-05-21,161.449996948242
2021-05-24,164.169998168945
2021-05-25,169.259994506836
2021-05-26,175.589996337891
2021-05-27,179.539993286133
2021-05-28,185.009994506836
2021-06-01,184.660003662109
2021-06-02,191.600006103516
2021-06-03,195.220001220703
2021-06-04,206.070007324219
2021-06-07,219.570007324219
2021-06-08,213
2021-06-09,217.440002441406
2021-06-10,217
2021-06-11,218.850006103516
2021-06-14,207.410003662109
2021-06-15,201.589996337891
2021-06-16,197.839996337891
2021-06-17,202.470001220703
2021-06-18,199.190002441406
