"Date","TAK_Close"
2020-01-02,19.9200000762939
2020-01-03,19.7999992370605
2020-01-06,19.7800006866455
2020-01-07,19.6000003814697
2020-01-08,19.6299991607666
2020-01-09,19.7900009155273
2020-01-10,19.9200000762939
2020-01-13,19.9500007629395
2020-01-14,19.9799995422363
2020-01-15,20.0200004577637
2020-01-16,20.0599994659424
2020-01-17,20.0100002288818
2020-01-21,20.1000003814697
2020-01-22,19.9200000762939
2020-01-23,20.0200004577637
2020-01-24,19.8299999237061
2020-01-27,19.7299995422363
2020-01-28,19.7800006866455
2020-01-29,19.6200008392334
2020-01-30,19.6100006103516
2020-01-31,19.2299995422363
2020-02-03,19.3600006103516
2020-02-04,19.9799995422363
2020-02-05,19.9699993133545
2020-02-06,20.3099994659424
2020-02-07,20.2199993133545
2020-02-10,19.9300003051758
2020-02-11,20.0599994659424
2020-02-12,20.0900001525879
2020-02-13,19.6599998474121
2020-02-14,19.4400005340576
2020-02-18,19.1399993896484
2020-02-19,19.0100002288818
2020-02-20,18.5699996948242
2020-02-21,18.7900009155273
2020-02-24,18.2800006866455
2020-02-25,18.1299991607666
2020-02-26,18.2099990844727
2020-02-27,17.6299991607666
2020-02-28,17.2999992370605
2020-03-02,17.8600006103516
2020-03-03,17.5100002288818
2020-03-04,18.4599990844727
2020-03-05,17.8799991607666
2020-03-06,18.0200004577637
2020-03-09,17.5100002288818
2020-03-10,17.8999996185303
2020-03-11,17.1499996185303
2020-03-12,15.0900001525879
2020-03-13,14.9200000762939
2020-03-16,13.3999996185303
2020-03-17,14.0100002288818
2020-03-18,13.0200004577637
2020-03-19,14.0299997329712
2020-03-20,13.2700004577637
2020-03-23,13.3400001525879
2020-03-24,13.8999996185303
2020-03-25,14.8299999237061
2020-03-26,14.9899997711182
2020-03-27,15.4499998092651
2020-03-30,15.6300001144409
2020-03-31,15.1800003051758
2020-04-01,14.7799997329712
2020-04-02,14.7299995422363
2020-04-03,14.5900001525879
2020-04-06,15.5
2020-04-07,15.8500003814697
2020-04-08,16.0599994659424
2020-04-09,16.0499992370605
2020-04-13,16.7099990844727
2020-04-14,16.8500003814697
2020-04-15,16.7299995422363
2020-04-16,16.5100002288818
2020-04-17,16.7999992370605
2020-04-20,16.8999996185303
2020-04-21,16.8799991607666
2020-04-22,17.0799999237061
2020-04-23,17.1399993896484
2020-04-24,17.5599994659424
2020-04-27,18.6499996185303
2020-04-28,18.3700008392334
2020-04-29,18.6499996185303
2020-04-30,17.9400005340576
2020-05-01,17.8199996948242
2020-05-04,17.7600002288818
2020-05-05,17.8799991607666
2020-05-06,17.7999992370605
2020-05-07,17.5100002288818
2020-05-08,17.6499996185303
2020-05-11,17.6700000762939
2020-05-12,17.6900005340576
2020-05-13,18.7600002288818
2020-05-14,18.6700000762939
2020-05-15,18.5900001525879
2020-05-18,18.9699993133545
2020-05-19,18.8299999237061
2020-05-20,19.0900001525879
2020-05-21,19.1700000762939
2020-05-22,18.9300003051758
2020-05-26,19.3999996185303
2020-05-27,19.2700004577637
2020-05-28,19.2199993133545
2020-05-29,19.5
2020-06-01,19.2099990844727
2020-06-02,19.2099990844727
2020-06-03,19.0499992370605
2020-06-04,18.3999996185303
2020-06-05,18.5799999237061
2020-06-08,18.7800006866455
2020-06-09,18.9200000762939
2020-06-10,18.9300003051758
2020-06-11,18.3199996948242
2020-06-12,18.4699993133545
2020-06-15,18.3799991607666
2020-06-16,19.1700000762939
2020-06-17,18.6399993896484
2020-06-18,18.7700004577637
2020-06-19,18.6100006103516
2020-06-22,18.8500003814697
2020-06-23,19.0200004577637
2020-06-24,18.3199996948242
2020-06-25,18.4799995422363
2020-06-26,18.3400001525879
2020-06-29,18.1100006103516
2020-06-30,17.9300003051758
2020-07-01,17.6399993896484
2020-07-02,17.7900009155273
2020-07-06,17.6599998474121
2020-07-07,17.4899997711182
2020-07-08,17.4799995422363
2020-07-09,17.2800006866455
2020-07-10,17.2700004577637
2020-07-13,17.1000003814697
2020-07-14,17.3299999237061
2020-07-15,17.5
2020-07-16,17.2399997711182
2020-07-17,17.3600006103516
2020-07-20,17.7600002288818
2020-07-21,17.6299991607666
2020-07-22,17.4400005340576
2020-07-23,17.3500003814697
2020-07-24,17.4200000762939
2020-07-27,17.9699993133545
2020-07-28,17.8700008392334
2020-07-29,18.2800006866455
2020-07-30,18.1599998474121
2020-07-31,18.2000007629395
2020-08-03,18.5200004577637
2020-08-04,18.3700008392334
2020-08-05,18.4300003051758
2020-08-06,18.1900005340576
2020-08-07,18.1499996185303
2020-08-10,18.1900005340576
2020-08-11,18.4899997711182
2020-08-12,18.6900005340576
