"Date","MNKD_Close"
2020-01-02,1.29999995231628
2020-01-03,1.26999998092651
2020-01-06,1.33000004291534
2020-01-07,1.38999998569489
2020-01-08,1.38999998569489
2020-01-09,1.42999994754791
2020-01-10,1.50999999046326
2020-01-13,1.62000000476837
2020-01-14,1.53999996185303
2020-01-15,1.51999998092651
2020-01-16,1.57000005245209
2020-01-17,1.50999999046326
2020-01-21,1.71000003814697
2020-01-22,1.69000005722046
2020-01-23,1.70000004768372
2020-01-24,1.75999999046326
2020-01-27,1.62000000476837
2020-01-28,1.55999994277954
2020-01-29,1.57000005245209
2020-01-30,1.51999998092651
2020-01-31,1.47000002861023
2020-02-03,1.5
2020-02-04,1.5
2020-02-05,1.51999998092651
2020-02-06,1.52999997138977
2020-02-07,1.45000004768372
2020-02-10,1.42999994754791
2020-02-11,1.46000003814697
2020-02-12,1.46000003814697
2020-02-13,1.47000002861023
2020-02-14,1.46000003814697
2020-02-18,1.47000002861023
2020-02-19,1.42999994754791
2020-02-20,1.50999999046326
2020-02-21,1.55999994277954
2020-02-24,1.51999998092651
2020-02-25,1.35000002384186
2020-02-26,1.39999997615814
2020-02-27,1.30999994277954
2020-02-28,1.26999998092651
2020-03-02,1.28999996185303
2020-03-03,1.25999999046326
2020-03-04,1.25
2020-03-05,1.26999998092651
2020-03-06,1.3400000333786
2020-03-09,1.24000000953674
2020-03-10,1.17999994754791
2020-03-11,1.10000002384186
2020-03-12,0.939999997615814
2020-03-13,0.949999988079071
2020-03-16,0.839999973773956
2020-03-17,1.04999995231628
2020-03-18,0.990000009536743
2020-03-19,1.0900000333786
2020-03-20,1.00999999046326
2020-03-23,0.980000019073486
2020-03-24,1.07000005245209
2020-03-25,1.07000005245209
2020-03-26,1.10000002384186
2020-03-27,1.05999994277954
2020-03-30,1.08000004291534
2020-03-31,1.02999997138977
2020-04-01,0.959999978542328
2020-04-02,0.939999997615814
2020-04-03,0.939999997615814
2020-04-06,0.990000009536743
2020-04-07,0.990000009536743
2020-04-08,1.02999997138977
2020-04-09,1.03999996185303
2020-04-13,1.1599999666214
2020-04-14,1.25999999046326
2020-04-15,1.25999999046326
2020-04-16,1.22000002861023
2020-04-17,1.27999997138977
2020-04-20,1.23000001907349
2020-04-21,1.23000001907349
2020-04-22,1.26999998092651
2020-04-23,1.25
2020-04-24,1.28999996185303
2020-04-27,1.37999999523163
2020-04-28,1.3400000333786
2020-04-29,1.38999998569489
2020-04-30,1.29999995231628
2020-05-01,1.25
2020-05-04,1.30999994277954
2020-05-05,1.3400000333786
2020-05-06,1.32000005245209
2020-05-07,1.30999994277954
2020-05-08,1.30999994277954
2020-05-11,1.33000004291534
2020-05-12,1.27999997138977
2020-05-13,1.19000005722046
2020-05-14,1.20000004768372
2020-05-15,1.22000002861023
2020-05-18,1.26999998092651
2020-05-19,1.25
2020-05-20,1.33000004291534
2020-05-21,1.3400000333786
2020-05-22,1.5
2020-05-26,1.49000000953674
2020-05-27,1.51999998092651
2020-05-28,1.49000000953674
2020-05-29,1.50999999046326
2020-06-01,1.44000005722046
2020-06-02,1.44000005722046
2020-06-03,1.37999999523163
2020-06-04,1.41999995708466
2020-06-05,1.39999997615814
2020-06-08,1.44000005722046
2020-06-09,1.44000005722046
2020-06-10,1.47000002861023
2020-06-11,1.4099999666214
2020-06-12,1.41999995708466
2020-06-15,1.6599999666214
2020-06-16,1.67999994754791
2020-06-17,1.86000001430511
2020-06-18,1.83000004291534
2020-06-19,1.92999994754791
2020-06-22,2.21000003814697
2020-06-23,2.13000011444092
2020-06-24,1.86000001430511
2020-06-25,1.82000005245209
2020-06-26,1.73000001907349
2020-06-29,1.80999994277954
2020-06-30,1.75
2020-07-01,1.69000005722046
2020-07-02,1.78999996185303
2020-07-06,1.74000000953674
2020-07-07,1.80999994277954
2020-07-08,1.82000005245209
2020-07-09,1.79999995231628
2020-07-10,1.77999997138977
2020-07-13,1.64999997615814
2020-07-14,1.57000005245209
2020-07-15,1.66999995708466
2020-07-16,1.67999994754791
2020-07-17,1.72000002861023
2020-07-20,1.69000005722046
2020-07-21,1.67999994754791
2020-07-22,1.64999997615814
2020-07-23,1.64999997615814
2020-07-24,1.61000001430511
2020-07-27,1.63999998569489
2020-07-28,1.61000001430511
2020-07-29,1.60000002384186
2020-07-30,1.63999998569489
2020-07-31,1.55999994277954
2020-08-03,1.62999999523163
2020-08-04,1.6599999666214
2020-08-05,1.86000001430511
2020-08-06,1.6599999666214
2020-08-07,1.5900000333786
2020-08-10,1.5900000333786
2020-08-11,1.60000002384186
2020-08-12,1.62999999523163
2020-08-13,1.63999998569489
2020-08-14,1.61000001430511
2020-08-17,1.75999999046326
2020-08-18,1.73000001907349
2020-08-19,1.87999999523163
2020-08-20,1.83000004291534
2020-08-21,1.74000000953674
2020-08-24,1.69000005722046
2020-08-25,1.83000004291534
2020-08-26,1.72000002861023
2020-08-27,1.70000004768372
2020-08-28,1.71000003814697
2020-08-31,1.74000000953674
2020-09-01,1.69000005722046
2020-09-02,1.6599999666214
2020-09-03,1.64999997615814
2020-09-04,1.63999998569489
2020-09-08,1.62999999523163
2020-09-09,1.64999997615814
2020-09-10,1.6599999666214
2020-09-11,1.62000000476837
2020-09-14,1.73000001907349
2020-09-15,1.76999998092651
2020-09-16,1.9099999666214
2020-09-17,1.92999994754791
2020-09-18,2.07999992370605
2020-09-21,2
2020-09-22,1.92999994754791
2020-09-23,1.87000000476837
2020-09-24,1.83000004291534
2020-09-25,1.85000002384186
2020-09-28,1.92999994754791
2020-09-29,1.9099999666214
2020-09-30,1.87999999523163
2020-10-01,1.87000000476837
2020-10-02,1.80999994277954
2020-10-05,1.80999994277954
